[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density
1610,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,1,0,0.1,0,-0.11,0,0,0,90,257,0,10.71428571,7,0.038910506,13.46222222,1,21259
1611,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.1,0,0.1,0,-0.223,0,0,0,90,251,0,0,0,0,0,0.1,18541
1612,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.2,0,0.1,0,-0.223,0,0,0,90,209,0.250764526,259.0861244,242,1,33.200915,0.2,414033
1613,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.3,0,0.1,0,-0.223,0,0,0,90,0,0.625615764,0,0,0,0,0.3,559811
1614,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.4,0,0.1,0,-0.223,0,0,0,90,20,0.58988764,358.2,347.5,1,12.51097593,0.4,478329
1615,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.5,0,0.1,0,-0.223,0,0,0,90,8,0.664907652,403.875,400.5,1,2.946765707,0.5,553369
1616,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.6,0,0.1,0,-0.223,0,0,0,90,1,0.674242424,0,0,0,0,0.6,598711
1617,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.7,0,0.1,0,-0.223,0,0,0,90,0,0.691642651,0,0,0,0,0.7,528681
1618,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.8,0,0.1,0,-0.223,0,0,0,90,89,0.489552239,301.9213483,308,1,11.37767905,0.8,412143
1619,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.9,0,0.1,0,-0.223,0,0,0,90,182,0.253012048,215.4120879,203.5,1,23.18491017,0.9,304543
